sku,store_view_code,attribute_set_code,product_type,categories,product_websites,name,description,short_description,weight,product_online,tax_class_name,visibility,price,special_price,special_price_from_date,special_price_to_date,url_key,meta_title,meta_keywords,meta_description,base_image,base_image_label,small_image,small_image_label,thumbnail_image,thumbnail_image_label,swatch_image,swatch_image_label,created_at,updated_at,new_from_date,new_to_date,display_product_options_in,map_price,msrp_price,map_enabled,gift_message_available,custom_design,custom_design_from,custom_design_to,custom_layout_update,page_layout,product_options_container,msrp_display_actual_price_type,country_of_manufacture,additional_attributes,qty,out_of_stock_qty,use_config_min_qty,is_qty_decimal,allow_backorders,use_config_backorders,min_cart_qty,use_config_min_sale_qty,max_cart_qty,use_config_max_sale_qty,is_in_stock,notify_on_stock_below,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,website_id,related_skus,related_position,crosssell_skus,crosssell_position,upsell_skus,upsell_position,additional_images,additional_image_labels,hide_from_product_page,custom_options,bundle_price_type,bundle_sku_type,bundle_price_view,bundle_weight_type,bundle_values,bundle_shipment_type,associated_skus,configurable_variations,configurable_variation_labels,base_label,small_label,swatch_label,thumbnail_label
NL-GD-1522CK-48,,Default,simple,Default Category/Brands;Default Category/Brands/Chans Furniture,base,"Knoxville 48"" Traditional Single Sink Bathroom Vanity in Grey","
The Victorian cottage style Knoxville series was create with inspiration by Victorian residential architect George Franklin Barber. These alternately quiet but rowdy design Knoxville vanity will add casual elegance to any bathroom decor. Cabinet includes ample storage space to meet the needs of a master bath. Made of eco-conscious material.Please Note: 
Features:
Fully assembled by manufacturer, sink and counter top pre-installed
White marble counter top (one large genuine)
White under mount porcelain sink
Soft-closing hinges on our doors with Large storage compartment
Back panel pre-cut opening for easy plumbing access
4 drawers with full-extension ball bearing drawer glides.
Materials: Solid Wood Structure & CARB Ph2 Certified Panels
Countertop is predrilled for an 8"" wide-spread faucet
Faucet is not included
Optional: Matching Backsplash
Please Note: if you purchase a backsplash and it arrives broken, it will not be replaced, you will be refunded for the cost of the backsplash",,,1,Taxable Goods,"Catalog, Search","1,035.00",,,,"knoxville-48""-traditional-single-sink-bathroom-vanity-in-grey",,,,,TY-650PW_1.jpg,,TY-650PW_1.jpg,,TY-650PW_1.jpg,,TY-650PW_1.jpg,"10/20/19, 4:50 AM","10/20/19, 4:50 AM",10/20/2019,10/21/2019,Block after Info Column,,,,Use config,,,,,3 columns,,Use config,,"brand=Chans Furniture;coming_soon=NO;model=NL-GD-1522CK-48;specifications=Specifications
Vanity Dimensions:
Width: 48.00""
Height: 35.00""
Depth: 22.00""",22,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,NL-GD-1522CK-48_1.jpg,,,,,,,,,,,,,,,,
NLBC3905WLT36,,Default,simple,Default Category/Brands;Default Category/Brands/Chans Furniture,base,"Fairmont 36"" Antique Single Sink Bathroom Vanity in Cream","
This 36"" creamy beige finish Fairmont Bathroom Vanity has a traditional antique look with ornate molding throughout. Center cabinet doors open to large interior storage. The trim and the scrolls motif display exquisite beauty, with outward Victorian style feet and deep cut decorative base the beauty stands out. It is a piece anyone would fall in love with.
Features:
Fully assembled by the manufacturer, with counter top & sink pre-installed
Creamy Beige finish
Crystal White marble counter top
White under mount porcelain basin
Please Note: Faucet and Backsplash are Not Included
Backsplashes are optional, however, due to high freight damage occurrences Chans only ship back splash with a vanity. There is no freight charges if ship together. In the event that the backsplash is received damaged or broken, it will not be replaced only refunded.",,,1,Taxable Goods,"Catalog, Search",811.00,,,,"fairmont-36""-antique-single-sink-bathroom-vanity-in-cream",,,,,TY-650PW_1.jpg,,TY-650PW_1.jpg,,TY-650PW_1.jpg,,TY-650PW_1.jpg,"10/20/19, 4:50 AM","10/20/19, 4:50 AM",10/20/2019,10/21/2019,Block after Info Column,,,,Use config,,,,,3 columns,,Use config,,"brand=Chans Furniture;coming_soon=NO;model=NLBC3905WLT36;specifications=Specifications
Vanity Dimensions:
Width: 36.00""
Height: 35.00""
Depth: 21.00""",22,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,NLBC3905WLT36_1.jpg;NLBC3905WLT36_2.jpg,,,,,,,,,,,,,,,,
NL-CF-3882W-AW-42,,Default,simple,Default Category/Brands;Default Category/Brands/Chans Furniture,base,"Beckham 42"" Antique Single Sink Bathroom Vanity in White","
The antique white Beckham bathroom vanity has classic traditional style. With carved decorative scrolling leaf design and carved turned legs, white marble top is a wonderful accompaniment to the finish and the hardware are real eye catcher adding the perfect touch. It is a truly amazing vanity. This lovely traditional vanity is the perfect addition to any bathroom decor. Showcase your bath with a vanity that speaks to your exquisite style
Features:
Fully assembled by manufacturer, sink and counter top pre-installed
Crystal white marble counter top (one large genuine piece)
White under mount porcelain basin
6 functional small side drawers with metal slides
2 front doors with half-shelf storage compartment
Countertop is pre-drilled for an 8"" wide-spread faucet
Faucet is not included
Optional: Matching Mirror
Optional: Matching Backsplash
Please note: if you purchase a backsplash and it arrives broken, a replacement will not be shipped out, you will be refunded for the cost of the backsplash",,,1,Taxable Goods,"Catalog, Search","1,020.00",,,,"beckham-42""-antique-single-sink-bathroom-vanity-in-white",,,,,TY-650PW_1.jpg,,TY-650PW_1.jpg,,TY-650PW_1.jpg,,TY-650PW_1.jpg,"10/20/19, 4:50 AM","10/20/19, 4:50 AM",10/20/2019,10/21/2019,Block after Info Column,,,,Use config,,,,,3 columns,,Use config,,"brand=Chans Furniture;coming_soon=NO;model=NL-CF-3882W-AW-42;specifications=Specifications
Vanity Dimensions:
Width: 42.00""
Height: 36.00""
Depth: 22.00""",22,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,NL-CF-3882W-AW-42_1.jpg;NL-CF-3882W-AW-42_2.jpg;NL-CF-3882W-AW-42_3.jpg;NL-CF-3882W-AW-42_4.jpg,,,,,,,,,,,,,,,,
NLSW-3882SB-TK-42,,Default,simple,Default Category/Brands;Default Category/Brands/Chans Furniture,base,"Beckham 42"" Antique Single Sink Bathroom Vanity in Dark Brown","
Featuring a larger storage area, the traditional Beckham bathroom sink vanity is a perfect fit for those searching for a sophisticated and practical addition to their bathroom décor. This vanity includes fully-functional drawers and two central doors that open to reveal ample storage space and easy plumbing access. The Baltic brown granite counter top accompanies the lush finish of the cabinet body, complimenting the carved accents. Imagine the total transformation of your bathroom décor with the addition of the space-enhancing and practical Beckham bathroom sink vanity.

The Baltic brown granite counter top is made of the highest quality to be durable and long-lasting, and to resist the effects of prolonged exposure to humid conditions.

Features:
Fully assembled by manufacturer, sink and counter top pre-installed
Baltic brown granite counter top (one large genuine piece)
White under mount porcelain sink
6 functional side drawers are with full extension metal slides
Materials: Solid Wood Structure & CARB Ph2 Certified Panels
Cabinet Style: Classic, Color: Dark Brown
Large storage compartment, back panel pre-cut opening for easy plumbing access
1"" (h) back splash included in the counter top
Countertop is pre-drilled for an 8"" wide-spread faucet
Faucet is not included
Disclaimer: Cabinet finish may appear darker in different lighting. Due to the nature of natural stones, it's normal for stone counter tops and sinks to have variation in color and texture, discolored spots, pores, veins or other birthmarks and imperfections. Therefore, these are NOT considered defective. To avoid any dirt or stain from getting into the stone, we highly recommend you to seal any stone surfaces before installation.",,,1,Taxable Goods,"Catalog, Search","1,020.00",,,,"beckham-42""-antique-single-sink-bathroom-vanity-in-dark-brown",,,,,TY-650PW_1.jpg,,TY-650PW_1.jpg,,TY-650PW_1.jpg,,TY-650PW_1.jpg,"10/20/19, 4:50 AM","10/20/19, 4:50 AM",10/20/2019,10/21/2019,Block after Info Column,,,,Use config,,,,,3 columns,,Use config,,"brand=Chans Furniture;coming_soon=NO;model=NLSW-3882SB-TK-42;specifications=Specifications
Vanity Dimensions:
Width: 42.00""
Height: 36.00""
Depth: 22.00""
Matching mirror Dimensions:
Width: 32.00""
Height: 40.00""",22,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,NLSW-3882SB-TK-42_1.jpg,,,,,,,,,,,,,,,,
NLSW-3882W-TK-42,,Default,simple,Default Category/Brands;Default Category/Brands/Chans Furniture,base,"Beckham 42"" Antique Single Sink Bathroom Vanity in Dark Brown","
Featuring a larger storage area, the traditional Beckham bathroom sink vanity is a perfect fit for those searching for a sophisticated and practical addition to their bathroom décor. This vanity includes fully-functional drawers and two central doors that open to reveal ample storage space and easy plumbing access. The white marble counter top accompanies the lush finish of the cabinet body, complimenting the carved accents. Imagine the total transformation of your bathroom décor with the addition of the space-enhancing and practical Beckham bathroom sink vanity.

The marble counter top is made of the highest quality to be durable and long-lasting, and to resist the effects of prolonged exposure to humid conditions.

Features:
Fully assembled by manufacturer, sink and counter top pre-installed
White marble counter top (one large genuine piece)
White under mount porcelain sink
6 functional side drawers are with full extension metal slides
Materials: Solid Wood Structure & CARB Ph2 Certified Panels
Cabinet Style: Classic, Color: Dark Brown
Large storage compartment, back panel pre-cut opening for easy plumbing access
1"" (h) back splash included in the counter top
Countertop is pre-drilled for an 8"" wide-spread faucet
Faucet is not included
Disclaimer: Cabinet finish may appear darker in different lighting. Due to the nature of natural stones, it's normal for stone counter tops and sinks to have variation in color and texture, discolored spots, pores, veins or other birthmarks and imperfections. Therefore, these are NOT considered defective. To avoid any dirt or stain from getting into the stone, we highly recommend you to seal any stone surfaces before installation.",,,1,Taxable Goods,"Catalog, Search","1,020.00",,,,"beckham-42""-antique-single-sink-bathroom-vanity-in-dark-brown",,,,,TY-650PW_1.jpg,,TY-650PW_1.jpg,,TY-650PW_1.jpg,,TY-650PW_1.jpg,"10/20/19, 4:50 AM","10/20/19, 4:50 AM",10/20/2019,10/21/2019,Block after Info Column,,,,Use config,,,,,3 columns,,Use config,,"brand=Chans Furniture;coming_soon=NO;model=NLSW-3882W-TK-42;specifications=Specifications
Vanity Dimensions:
Width: 42.00""
Height: 35.00""
Depth: 22.00""",22,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,NLSW-3882W-TK-42_1.jpg;NLSW-3882W-TK-42_2.jpg,,,,,,,,,,,,,,,,
NLSW-3882M-TK-42,,Default,simple,Default Category/Brands;Default Category/Brands/Chans Furniture,base,"Beckham 42"" Antique Single Sink Bathroom Vanity in Dark Brown","
Featuring a larger storage area, the traditional Beckham bathroom sink vanity is a perfect fit for those searching for a sophisticated and practical addition to their bathroom décor. This vanity includes fully-functional drawers and two central doors that open to reveal ample storage space and easy plumbing access. The Cream marble counter top accompanies the lush finish of the cabinet body, complimenting the carved accents. Imagine the total transformation of your bathroom décor with the addition of the space-enhancing and practical Beckham bathroom sink vanity.

The Cream marble counter top is made of the highest quality to be durable and long-lasting, and to resist the effects of prolonged exposure to humid conditions.

Features:
Fully assembled by manufacturer, sink and counter top pre-installed
Cream marble counter top (one large genuine piece)
White under mount porcelain sink
6 functional side drawers are with full extension metal slides
Materials: Solid Wood Structure & CARB Ph2 Certified Panels
Cabinet Style: Classic, Color: Dark Brown
Large storage compartment, back panel pre-cut opening for easy plumbing access
1"" (h) back splash included in the counter top
Countertop is pre-drilled for an 8"" wide-spread faucet
Faucet is not included
Disclaimer: Cabinet finish may appear darker in different lighting. Due to the nature of natural stones, it's normal for stone counter tops and sinks to have variation in color and texture, discolored spots, pores, veins or other birthmarks and imperfections. Therefore, these are NOT considered defective. To avoid any dirt or stain from getting into the stone, we highly recommend you to seal any stone surfaces before installation.",,,1,Taxable Goods,"Catalog, Search","1,020.00",,,,"beckham-42""-antique-single-sink-bathroom-vanity-in-dark-brown",,,,,TY-650PW_1.jpg,,TY-650PW_1.jpg,,TY-650PW_1.jpg,,TY-650PW_1.jpg,"10/20/19, 4:50 AM","10/20/19, 4:50 AM",10/20/2019,10/21/2019,Block after Info Column,,,,Use config,,,,,3 columns,,Use config,,"brand=Chans Furniture;coming_soon=NO;model=NLSW-3882M-TK-42;specifications=Specifications
Vanity Dimensions:
Width: 42.00""
Height: 36.00""
Depth: 22.00""",22,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,NLSW-3882M-TK-42_1.jpg;NLSW-3882M-TK-42_2.jpg,,,,,,,,,,,,,,,,
NL-GD-1522W-48,,Default,simple,Default Category/Brands;Default Category/Brands/Chans Furniture,base,"Knoxville 48"" Traditional Single Sink Bathroom Vanity in White","
The Victorian cottage style Knoxville series was create with inspiration by Victorian residential architect George Franklin Barber. These alternately quiet but rowdy design Knoxville vanity will add casual elegance to any bathroom decor. Cabinet includes ample storage space to meet the needs of a master bath. Made of eco-conscious material.
Features:
Fully assembled by manufacturer, sink and counter top pre-installed
White marble counter top (one large genuine)
White under mount porcelain sink
Soft-closing hinges on our doors with Large storage compartment
Back panel pre-cut opening for easy plumbing access
4 drawers with full-extension ball bearing drawer glides.
Materials: Solid Wood Structure & CARB Ph2 Certified Panels
Countertop is predrilled for an 8"" wide-spread faucet
Faucet is not included
Optional: Matching Backsplash
Please Note: if you purchase a backsplash and it arrives broken, it will not be replaced, you will be refunded for the cost of the backsplash",,,1,Taxable Goods,"Catalog, Search","1,035.00",,,,"knoxville-48""-traditional-single-sink-bathroom-vanity-in-white",,,,,TY-650PW_1.jpg,,TY-650PW_1.jpg,,TY-650PW_1.jpg,,TY-650PW_1.jpg,"10/20/19, 4:50 AM","10/20/19, 4:50 AM",10/20/2019,10/21/2019,Block after Info Column,,,,Use config,,,,,3 columns,,Use config,,"brand=Chans Furniture;coming_soon=NO;model=NL-GD-1522W-48;specifications=Specifications
Vanity Dimensions:
Width: 48.00""
Height: 35.00""
Depth: 22.00""",22,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,NL-GD-1522W-48_1.jpg,,,,,,,,,,,,,,,,
NL-CF28884,,Default,simple,Default Category/Brands;Default Category/Brands/Chans Furniture,base,"Abbeville 36"" Traditional Single Sink Bathroom Vanity in Blue","
The plantation-inspired look of this cottage-style sink cabinet will add casual elegance to any bathroom decor. Shutter-style door with antique blue finish, this bathroom vanity offers a look that will create a relaxing retreat in any home.
Features:
Fully assembled
Crystal White marble counter top (one large genuine)
White under mount porcelain sink
Large storage compartment, back panel pre-cut opening for easy plumbing access
Optional: Matching Mirror
Optional: Matching Backsplash
Faucet is not included
The digital images on our website are as accurate as possible. However, different monitors may cause colors to vary slightly.
Disclaimer: Cabinet finish may appear darker in different lighting. Due to the nature of natural stones, it's normal for stone counter tops and sinks to have variation in color and texture, discolored spots, pores, veins or other birthmarks and imperfections. Therefore, these are NOT considered defective. To avoid any dirt or stain from getting into the stone, we highly recommend you to seal any stone surfaces before installation.
Backsplashes are optional, however, due to high freight damage occurrences Chans only ship back splash with a vanity. There is no freight charges if ship together. In the event that the backsplash is received damaged or broken, it will not be replaced only refunded.",,,1,Taxable Goods,"Catalog, Search",789.00,,,,"abbeville-36""-traditional-single-sink-bathroom-vanity-in-blue",,,,,TY-650PW_1.jpg,,TY-650PW_1.jpg,,TY-650PW_1.jpg,,TY-650PW_1.jpg,"10/20/19, 4:50 AM","10/20/19, 4:50 AM",10/20/2019,10/21/2019,Block after Info Column,,,,Use config,,,,,3 columns,,Use config,,"brand=Chans Furniture;coming_soon=NO;model=NL-CF28884;specifications=Specifications
Vanity Dimensions:
Width: 36.00""
Height: 34.00""
Depth: 21.50""
Mirror Dimensions:
Width: 30.00""
Height: 38.00""",22,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,NL-CF28884_1.jpg;NL-CF28884_2.jpg;NL-CF28884_3.jpg;NL-CF28884_4.jpg;NL-CF28884_5.jpg;NL-CF28884_6.jpg;NL-CF28884_7.jpg,,,,,,,,,,,,,,,,
NL-BC-3905W-LT-48,,Default,simple,Default Category/Brands;Default Category/Brands/Chans Furniture,base,"Fairmont 48"" Antique Single Sink Bathroom Vanity in Cream","
This 48"" creamy beige finish Fairmont Bathroom Vanity has a traditional antique look with ornate molding throughout. The trim and the scrolls motif display exquisite beauty, with outward Victorian style feet and deep cut decorative base the beauty stands out. Striking crystal white marble counter top is made of the highest quality that will resist prolonged exposure to humid conditions and long life durability.It is a piece anyone would fall in love with.
Fully assembled by the manufacturer, with counter top & sink pre-installed
White White marble counter top with ogee edge - Due to the counter top being made from natural stone, there may be a variation in color, discolorations or other such related birthmarks. These imperfections are NOT considered as defects
Features:
Striking crystal white marble counter top is made of the highest quality that will resist prolonged exposure to humid conditions and long life durability.
Fully assembled by the manufacturer, with counter top & sink pre-installed
Creamy Beige finish
Crystal White marble counter top with ogee edge
White under mount porcelain basin
Optional: Matching Mirror
Optional: Matching Backsplash
Backsplashes are optional, however, due to high freight damage occurrences we only ship backsplash with a vanity. In the event that the backsplash is received damaged or broken, it will not be replaced only refunded. 
Faucets 3 holes - 8"" spread sold separately",,,1,Taxable Goods,"Catalog, Search","1,088.00",,,,"fairmont-48""-antique-single-sink-bathroom-vanity-in-cream",,,,,TY-650PW_1.jpg,,TY-650PW_1.jpg,,TY-650PW_1.jpg,,TY-650PW_1.jpg,"10/20/19, 4:50 AM","10/20/19, 4:50 AM",10/20/2019,10/21/2019,Block after Info Column,,,,Use config,,,,,3 columns,,Use config,,"brand=Chans Furniture;coming_soon=NO;model=NL-BC-3905W-LT-48;specifications=Specifications
Vanity Dimensions:
Width: 48.00""
Height: 35.00""
Depth: 21.00""
Mirror Dimensions:
Width: 32.00""
Height: 40.00""",22,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,NL-BC-3905W-LT-48_1.jpg;NL-BC-3905W-LT-48_2.jpg;NL-BC-3905W-LT-48_3.jpg,,,,,,,,,,,,,,,,
NLHF-3305M-TK-27,,Default,simple,Default Category/Brands;Default Category/Brands/Chans Furniture,base,"Spencer 27"" Antique Single Sink Bathroom Vanity - Cream Top","
The traditional Spencer sink vanity is a wonderful addition for those seeking to furnish their bathroom with an elegant, yet non-intrusive piece. Crafted with refined edges and intricate, hand-carved flourishing, the Spencer sink vanity is both stunning and durable. The polished cream marble counter top provides a stunning contrast to the lush wood finish. The Spencer sink vanity is sure to transform any compact bathroom into a space of luxury.

The marble counter top is made of the highest quality to be durable and long-lasting, and to resist the effects of prolonged exposure to humid conditions.
Features:
Cream marble counter top
Bisque under mount porcelain basin
Countertop is pre-drilled for an 8-inch, wide-spread faucet
Faucets sold separately- 8"" widespread 3 holes
Back splashes are optional, however, due to high freight damage occurrences seller only ship back splash with a vanity. There is no freight charges if the vanity and the back splash are shipped together. In the event that the back splash is received damaged or broken, it will not be replaced only refunded.",,,1,Taxable Goods,"Catalog, Search",669.00,,,,"spencer-27""-antique-single-sink-bathroom-vanity---cream-top",,,,,TY-650PW_1.jpg,,TY-650PW_1.jpg,,TY-650PW_1.jpg,,TY-650PW_1.jpg,"10/20/19, 4:50 AM","10/20/19, 4:50 AM",10/20/2019,10/21/2019,Block after Info Column,,,,Use config,,,,,3 columns,,Use config,,"brand=Chans Furniture;coming_soon=NO;model=NLHF-3305M-TK-27;specifications=Specifications
Vanity Dimensions:
Width: 27.00""
Height: 33.50""
Depth: 21.50""",22,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,NLHF-3305M-TK-27_1.jpg;NLHF-3305M-TK-27_2.jpg,,,,,,,,,,,,,,,,
NL-HF2680,,Default,simple,Default Category/Brands;Default Category/Brands/Chans Furniture,base,"Ethan 26"" Traditional Single Sink Bathroom Vanity","
This rich cherry finish vanity will take the word decor to the next level. This antique style vanity sets a bold, yet stunning new look for your bathroom. The designers have been meticulous in the curves and lines they created for this stunning antique style vanity. Simple and elegant are the best words to describe it.
Features:
Fully assembled
Dark Cherry finish
Brown color marble counter top (Tiles)
Bisque under mount porcelain basin
Faucets sold separately- 8"" spread 3holes",,,1,Taxable Goods,"Catalog, Search",679.00,,,,"ethan-26""-traditional-single-sink-bathroom-vanity",,,,,TY-650PW_1.jpg,,TY-650PW_1.jpg,,TY-650PW_1.jpg,,TY-650PW_1.jpg,"10/20/19, 4:50 AM","10/20/19, 4:50 AM",10/20/2019,10/21/2019,Block after Info Column,,,,Use config,,,,,3 columns,,Use config,,"brand=Chans Furniture;coming_soon=NO;model=NL-HF2680;specifications=Specifications
Vanity Dimensions:
Width: 26.00""
Height: 36.50""
Depth: 22.00""",22,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,NL-HF2680_1.jpg,,,,,,,,,,,,,,,,
NL-HF339A,,Default,simple,Default Category/Brands;Default Category/Brands/Chans Furniture,base,"Giovanni 30"" Transitional Single Vessel Sink Bathroom Vanity","
The Giovanni is a new addition to our modern/contemporary group of vanities. The clean and sleek design complements to many today's modern bathroom decors. This bathroom vanity features durable wood construction with a thick cream hand-polished marble countertop. Rectangle vessel and waterfall faucet set are included in the stunningly low price. Espresso finish cabinet
Cream marble countertop
Pre-cut back opening for easy plumbing access
Cabinet Style: Modern Color: Espresso
Simple assembling required
2 doors with half shelf storage compartment
Waterfall faucet set, push up drainage cap, flexible hose, inclusive in the price
Mirror optional – 28"" diameter bevel glass",,,1,Taxable Goods,"Catalog, Search","1,069.00",,,,"giovanni-30""-transitional-single-vessel-sink-bathroom-vanity",,,,,TY-650PW_1.jpg,,TY-650PW_1.jpg,,TY-650PW_1.jpg,,TY-650PW_1.jpg,"10/20/19, 4:50 AM","10/20/19, 4:50 AM",10/20/2019,10/21/2019,Block after Info Column,,,,Use config,,,,,3 columns,,Use config,,"brand=Chans Furniture;coming_soon=NO;model=NL-HF339A;specifications=Specifications
Vanity no Sink Dimensions:
Width: 30.00""
Height: 31.75""
Depth: 22.50""",22,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,NL-HF339A_1.jpg;NL-HF339A_2.jpg,,,,,,,,,,,,,,,,
NL-BC-030C,,Default,simple,Default Category/Brands;Default Category/Brands/Chans Furniture,base,"Bayview 24"" Antique Corner Bathroom Vanity","
Bay-view sink vanity is corner unit specially design for a smaller bathroom. This piece is carefully handcrafted of sturdy wood and finished in a antique white color. Its striking appearance will bring delight to any bathroom furnishing.
Fully assembled by manufacturer, sink and counter top pre-installed
White color marble counter top (genuine marble)
White under mounted porcelain basin
P-trap drainage cap & inclusive in price
Faucet sold separately",,,1,Taxable Goods,"Catalog, Search",628.00,,,,"bayview-24""-antique-corner-bathroom-vanity",,,,,TY-650PW_1.jpg,,TY-650PW_1.jpg,,TY-650PW_1.jpg,,TY-650PW_1.jpg,"10/20/19, 4:50 AM","10/20/19, 4:50 AM",10/20/2019,10/21/2019,Block after Info Column,,,,Use config,,,,,3 columns,,Use config,,"brand=Chans Furniture;coming_soon=NO;model=NL-BC-030C;specifications=Specifications
Vanity Dimensions:
Width: 24.00""
Height: 34.00""
Depth: 24.00""",22,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,NL-BC-030C_1.jpg,,,,,,,,,,,,,,,,
NL-GD-1509W-42,,Default,simple,Default Category/Brands;Default Category/Brands/Chans Furniture,base,"Knoxville 42"" Traditional Single Sink Bathroom Vanity in White","
Fully assembled by manufacturer, sink and counter top pre-installed
The Victorian cottage style Knoxville series was create with inspiration by Victorian residential architect George Franklin Barber. These alternately quiet but rowdy design Knoxville vanity will add casual elegance to any bathroom decor. Cabinet includes ample storage space to meet the needs of a master bath. Made of eco-conscious material.Fully assembled by manufacturer, sink and counter top pre-installed
White marble counter top (one large genuine) - Due to the counter top being made from natural stone, there may be a variation in color, discolorations or other such related birthmarks. These imperfections are NOT considered as defects.
White under mount porcelain sink
soft-closing hinges on our doors with Large storage compartment
Back panel pre-cut opening for easy plumbing access
3 drawers with full-extension ball bearing drawer glides
3 holes; 8"" Spread- faucets sold separately
Materials: Solid Wood Structure & CARB Ph2 Certified Panels
Cabinet Style: Victorian Cottage,
Color: White
Optional mirror available, Size: 34x40""H",,,1,Taxable Goods,"Catalog, Search",975.00,,,,"knoxville-42""-traditional-single-sink-bathroom-vanity-in-white",,,,,TY-650PW_1.jpg,,TY-650PW_1.jpg,,TY-650PW_1.jpg,,TY-650PW_1.jpg,"10/20/19, 4:50 AM","10/20/19, 4:50 AM",10/20/2019,10/21/2019,Block after Info Column,,,,Use config,,,,,3 columns,,Use config,,"brand=Chans Furniture;coming_soon=NO;model=NL-GD-1509W-42;specifications=Specifications
Vanity Dimensions:
Width: 42.00""
Height: 35.00""
Depth: 21.00""
Mirror Dimensions:
Width: 34.00""
Height: 40.00""",22,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,NL-GD-1509W-42_1.jpg;NL-GD-1509W-42_2.jpg;NL-GD-1509W-42_3.jpg,,,,,,,,,,,,,,,,
NL-BC-3905W-LT-42,,Default,simple,Default Category/Brands;Default Category/Brands/Chans Furniture,base,"Fairmont 42"" Antique Single Sink Bathroom Vanity in Cream","
This 42"" creamy beige finish Fairmont Bathroom Vanity has a traditional antique look with ornate molding throughout. Center cabinet doors open to large interior storage with one shelf , dual columns of drawers provide ample storage space. The trim and the scrolls motif display exquisite beauty, with outward Victorian style feet and deep cut decorative base the beauty stands out. It is a piece anyone would fall in love with.
Fully assembled by the manufacturer, with counter top & sink pre-installed
White White marble counter top with ogee edge - Due to the counter top being made from natural stone, there may be a variation in color, discolorations or other such related birthmarks. These imperfections are NOT considered as defects.
White under mount porcelain basin
8 functional small side drawers
2 front doors with half-shelf storage compartment
Antique bronze hardware 
Materials: solid wood structure, MDF, plywood 
8 functional drawers with full extension metal slide hardware
Cabinet Style: Classic style; Color: creamy beige",,,1,Taxable Goods,"Catalog, Search",956.00,,,,"fairmont-42""-antique-single-sink-bathroom-vanity-in-cream",,,,,TY-650PW_1.jpg,,TY-650PW_1.jpg,,TY-650PW_1.jpg,,TY-650PW_1.jpg,"10/20/19, 4:50 AM","10/20/19, 4:50 AM",10/20/2019,10/21/2019,Block after Info Column,,,,Use config,,,,,3 columns,,Use config,,"brand=Chans Furniture;coming_soon=NO;model=NL-BC-3905W-LT-42;specifications=Specifications
Vanity Dimensions:
Width: 42.00""
Height: 35.00""
Depth: 21.00""
Mirror Dimensions:
Width: 32.00""
Height: 40.00""",22,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,NL-BC-3905W-LT-42_1.jpg;NL-BC-3905W-LT-42_2.jpg;NL-BC-3905W-LT-42_3.jpg,,,,,,,,,,,,,,,,
